config,protocol,K0,R
"α=2, N(0,1)",forward_random,0.5,0.07176585836047894
"α=2, N(0,1)",forward_random,0.7291666666666666,0.06929453328012039
"α=2, N(0,1)",forward_random,0.9583333333333333,0.055985587336258164
"α=2, N(0,1)",forward_random,1.1875,0.06534558069981992
"α=2, N(0,1)",forward_random,1.4166666666666665,0.06621611167177405
"α=2, N(0,1)",forward_random,1.6458333333333333,0.05974139030253002
"α=2, N(0,1)",forward_random,1.875,0.07079809906416831
"α=2, N(0,1)",forward_random,2.1041666666666665,0.074354484808354
"α=2, N(0,1)",forward_random,2.333333333333333,0.06900774530123836
"α=2, N(0,1)",forward_random,2.5625,0.07033407560803955
"α=2, N(0,1)",forward_random,2.7916666666666665,0.06391923235962547
"α=2, N(0,1)",forward_random,3.020833333333333,0.08301376743563513
"α=2, N(0,1)",forward_random,3.25,0.07401267326384531
"α=2, N(0,1)",forward_random,3.4791666666666665,0.07450379973283698
"α=2, N(0,1)",forward_random,3.708333333333333,0.08650976503903657
"α=2, N(0,1)",forward_random,3.9375,0.0699642548552944
"α=2, N(0,1)",forward_random,4.166666666666666,0.07250223024100114
"α=2, N(0,1)",forward_random,4.395833333333333,0.10102665087259133
"α=2, N(0,1)",forward_random,4.625,0.9797129345890258
"α=2, N(0,1)",forward_random,4.854166666666666,0.9818057878971341
"α=2, N(0,1)",forward_random,5.083333333333333,0.9835780583513751
"α=2, N(0,1)",forward_random,5.3125,0.9850945690358085
"α=2, N(0,1)",forward_random,5.541666666666666,0.9864039328917493
"α=2, N(0,1)",forward_random,5.770833333333333,0.9875433584581376
"α=2, N(0,1)",forward_random,6.0,0.988541816771702
"α=2, N(0,1)",backward_continuation,6.0,0.9885418167717023
"α=2, N(0,1)",backward_continuation,5.770833333333333,0.9875433584581527
"α=2, N(0,1)",backward_continuation,5.541666666666666,0.9864039328917796
"α=2, N(0,1)",backward_continuation,5.3125,0.9850945690358239
"α=2, N(0,1)",backward_continuation,5.083333333333333,0.9835780583514007
"α=2, N(0,1)",backward_continuation,4.854166666666666,0.9818057878971714
"α=2, N(0,1)",backward_continuation,4.625,0.9797129345890798
"α=2, N(0,1)",backward_continuation,4.395833333333333,0.9772108653090047
"α=2, N(0,1)",backward_continuation,4.166666666666666,0.9741744425616258
"α=2, N(0,1)",backward_continuation,3.9375,0.970419095356029
"α=2, N(0,1)",backward_continuation,3.708333333333333,0.9656537889532669
"α=2, N(0,1)",backward_continuation,3.4791666666666665,0.9593553884273243
"α=2, N(0,1)",backward_continuation,3.25,0.949543754582644
"α=2, N(0,1)",backward_continuation,3.020833333333333,0.9386690785513419
"α=2, N(0,1)",backward_continuation,2.7916666666666665,0.9215633223790581
"α=2, N(0,1)",backward_continuation,2.5625,0.8815701695606615
"α=2, N(0,1)",backward_continuation,2.333333333333333,0.06195753128695433
"α=2, N(0,1)",backward_continuation,2.1041666666666665,0.06312521694380178
"α=2, N(0,1)",backward_continuation,1.875,0.07264671397781151
"α=2, N(0,1)",backward_continuation,1.6458333333333333,0.07346278486385076
"α=2, N(0,1)",backward_continuation,1.4166666666666665,0.05703239514844314
"α=2, N(0,1)",backward_continuation,1.1875,0.06387796431673469
"α=2, N(0,1)",backward_continuation,0.9583333333333333,0.06691397666913451
"α=2, N(0,1)",backward_continuation,0.7291666666666666,0.05819930796452848
"α=2, N(0,1)",backward_continuation,0.5,0.06576448070184716
"α=2, N(0,1)",backward_locked,6.0,0.9885418167717092
"α=2, N(0,1)",backward_locked,5.770833333333333,0.9875433584581483
"α=2, N(0,1)",backward_locked,5.541666666666666,0.9864039328917633
"α=2, N(0,1)",backward_locked,5.3125,0.9850945690358185
"α=2, N(0,1)",backward_locked,5.083333333333333,0.9835780583513892
"α=2, N(0,1)",backward_locked,4.854166666666666,0.9818057878971552
"α=2, N(0,1)",backward_locked,4.625,0.9797129345890596
"α=2, N(0,1)",backward_locked,4.395833333333333,0.9772108653089623
"α=2, N(0,1)",backward_locked,4.166666666666666,0.9741744425615844
"α=2, N(0,1)",backward_locked,3.9375,0.9704190953559914
"α=2, N(0,1)",backward_locked,3.708333333333333,0.9656537889532095
"α=2, N(0,1)",backward_locked,3.4791666666666665,0.9593553884272413
"α=2, N(0,1)",backward_locked,3.25,0.949543754582646
"α=2, N(0,1)",backward_locked,3.020833333333333,0.938669078551342
"α=2, N(0,1)",backward_locked,2.7916666666666665,0.9215633223790549
"α=2, N(0,1)",backward_locked,2.5625,0.881570169560657
"α=2, N(0,1)",backward_locked,2.333333333333333,0.06195753128693433
"α=2, N(0,1)",backward_locked,2.1041666666666665,0.0631252169438075
"α=2, N(0,1)",backward_locked,1.875,0.07264671397779265
"α=2, N(0,1)",backward_locked,1.6458333333333333,0.073462784863761
"α=2, N(0,1)",backward_locked,1.4166666666666665,0.057032395148468425
"α=2, N(0,1)",backward_locked,1.1875,0.06387796431665357
"α=2, N(0,1)",backward_locked,0.9583333333333333,0.06691397666901115
"α=2, N(0,1)",backward_locked,0.7291666666666666,0.058199307964395146
"α=2, N(0,1)",backward_locked,0.5,0.06576448070195241
"α=2, N(0,0.5)",forward_random,0.5,0.06922262162984162
"α=2, N(0,0.5)",forward_random,0.7291666666666666,0.07582357598050268
"α=2, N(0,0.5)",forward_random,0.9583333333333333,0.0638567094476687
"α=2, N(0,0.5)",forward_random,1.1875,0.07805568939774774
"α=2, N(0,0.5)",forward_random,1.4166666666666665,0.07323095389069825
"α=2, N(0,0.5)",forward_random,1.6458333333333333,0.058635250669489825
"α=2, N(0,0.5)",forward_random,1.875,0.09557927052369208
"α=2, N(0,0.5)",forward_random,2.1041666666666665,0.11055606101531203
"α=2, N(0,0.5)",forward_random,2.333333333333333,0.5765682882217533
"α=2, N(0,0.5)",forward_random,2.5625,0.9838712043886509
"α=2, N(0,0.5)",forward_random,2.7916666666666665,0.986622797341633
"α=2, N(0,0.5)",forward_random,3.020833333333333,0.9887100782667372
"α=2, N(0,0.5)",forward_random,3.25,0.9903352361223832
"α=2, N(0,0.5)",forward_random,3.4791666666666665,0.9916275921389738
"α=2, N(0,0.5)",forward_random,3.708333333333333,0.9926735024649037
"α=2, N(0,0.5)",forward_random,3.9375,0.9935326553126919
"α=2, N(0,0.5)",forward_random,4.166666666666666,0.9942474957783513
"α=2, N(0,0.5)",forward_random,4.395833333333333,0.9948489389255906
"α=2, N(0,0.5)",forward_random,4.625,0.9953599690877322
"α=2, N(0,0.5)",forward_random,4.854166666666666,0.9957979820786139
"α=2, N(0,0.5)",forward_random,5.083333333333333,0.9961763521360076
"α=2, N(0,0.5)",forward_random,5.3125,0.9965055056779005
"α=2, N(0,0.5)",forward_random,5.541666666666666,0.9967936727652471
"α=2, N(0,0.5)",forward_random,5.770833333333333,0.9970474229208164
"α=2, N(0,0.5)",forward_random,6.0,0.9972720536148009
"α=2, N(0,0.5)",backward_continuation,6.0,0.9972720536148009
"α=2, N(0,0.5)",backward_continuation,5.770833333333333,0.9970474229208164
"α=2, N(0,0.5)",backward_continuation,5.541666666666666,0.9967936727652469
"α=2, N(0,0.5)",backward_continuation,5.3125,0.9965055056779002
"α=2, N(0,0.5)",backward_continuation,5.083333333333333,0.9961763521360075
"α=2, N(0,0.5)",backward_continuation,4.854166666666666,0.9957979820786147
"α=2, N(0,0.5)",backward_continuation,4.625,0.9953599690877317
"α=2, N(0,0.5)",backward_continuation,4.395833333333333,0.9948489389255909
"α=2, N(0,0.5)",backward_continuation,4.166666666666666,0.9942474957783511
"α=2, N(0,0.5)",backward_continuation,3.9375,0.9935326553126933
"α=2, N(0,0.5)",backward_continuation,3.708333333333333,0.9926735024649059
"α=2, N(0,0.5)",backward_continuation,3.4791666666666665,0.9916275921389746
"α=2, N(0,0.5)",backward_continuation,3.25,0.9903352361223853
"α=2, N(0,0.5)",backward_continuation,3.020833333333333,0.9887100782667398
"α=2, N(0,0.5)",backward_continuation,2.7916666666666665,0.9866227973416364
"α=2, N(0,0.5)",backward_continuation,2.5625,0.9838712043886585
"α=2, N(0,0.5)",backward_continuation,2.333333333333333,0.9801209004260747
"α=2, N(0,0.5)",backward_continuation,2.1041666666666665,0.9747735419418084
"α=2, N(0,0.5)",backward_continuation,1.875,0.966614023083935
"α=2, N(0,0.5)",backward_continuation,1.6458333333333333,0.9520589650743461
"α=2, N(0,0.5)",backward_continuation,1.4166666666666665,0.9256718062714007
"α=2, N(0,0.5)",backward_continuation,1.1875,0.0814717399960331
"α=2, N(0,0.5)",backward_continuation,0.9583333333333333,0.061108840699105896
"α=2, N(0,0.5)",backward_continuation,0.7291666666666666,0.0669992626735297
"α=2, N(0,0.5)",backward_continuation,0.5,0.06815535532947715
"α=2, N(0,0.5)",backward_locked,6.0,0.9972720536148009
"α=2, N(0,0.5)",backward_locked,5.770833333333333,0.9970474229208164
"α=2, N(0,0.5)",backward_locked,5.541666666666666,0.9967936727652471
"α=2, N(0,0.5)",backward_locked,5.3125,0.9965055056779005
"α=2, N(0,0.5)",backward_locked,5.083333333333333,0.9961763521360077
"α=2, N(0,0.5)",backward_locked,4.854166666666666,0.9957979820786141
"α=2, N(0,0.5)",backward_locked,4.625,0.9953599690877319
"α=2, N(0,0.5)",backward_locked,4.395833333333333,0.9948489389255909
"α=2, N(0,0.5)",backward_locked,4.166666666666666,0.9942474957783515
"α=2, N(0,0.5)",backward_locked,3.9375,0.9935326553126935
"α=2, N(0,0.5)",backward_locked,3.708333333333333,0.992673502464906
"α=2, N(0,0.5)",backward_locked,3.4791666666666665,0.991627592138974
"α=2, N(0,0.5)",backward_locked,3.25,0.9903352361223844
"α=2, N(0,0.5)",backward_locked,3.020833333333333,0.9887100782667401
"α=2, N(0,0.5)",backward_locked,2.7916666666666665,0.9866227973416369
"α=2, N(0,0.5)",backward_locked,2.5625,0.9838712043886563
"α=2, N(0,0.5)",backward_locked,2.333333333333333,0.9801209004260721
"α=2, N(0,0.5)",backward_locked,2.1041666666666665,0.9747735419418002
"α=2, N(0,0.5)",backward_locked,1.875,0.966614023083927
"α=2, N(0,0.5)",backward_locked,1.6458333333333333,0.9520589650743336
"α=2, N(0,0.5)",backward_locked,1.4166666666666665,0.9256718062714014
"α=2, N(0,0.5)",backward_locked,1.1875,0.08147173999604299
"α=2, N(0,0.5)",backward_locked,0.9583333333333333,0.06110884069911549
"α=2, N(0,0.5)",backward_locked,0.7291666666666666,0.066999262673541
"α=2, N(0,0.5)",backward_locked,0.5,0.06815535532948042
"α=1.5, N(0,1)",forward_random,0.5,0.07623813035744592
"α=1.5, N(0,1)",forward_random,0.7291666666666666,0.07479818603297046
"α=1.5, N(0,1)",forward_random,0.9583333333333333,0.05821306683128597
"α=1.5, N(0,1)",forward_random,1.1875,0.08233769891709537
"α=1.5, N(0,1)",forward_random,1.4166666666666665,0.0685611474374091
"α=1.5, N(0,1)",forward_random,1.6458333333333333,0.08079122975163776
"α=1.5, N(0,1)",forward_random,1.875,0.08688392688842182
